LAYER,GM_TYPE,PHH_ID,Type,Pop2016,TDwell2016,URDwell206,DBUID_Idid,HEXUID_IdU,Pruid_Prid,Latitude,Longitude,ONS_ID,ONS_Name,ONS_Region,status,walkscore,description,updated,snapped_lat,snapped_lon,bike.score,bike.description
4,Unknown Point Feature,1428630,4,4.64705882352941,1.64705882352941,1.58823529411765,35061472005,ON45120756,35,45.119425,-75.574958,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:51:22.151878,45.12,-75.5745,26,Somewhat Bikeable
4,Unknown Point Feature,1428778,4,5.16666666666667,1.58333333333333,1.58333333333333,35061473008,ON45170756,35,45.176574,-75.578353,3086,OSGOODE - VERNON,OTTAWA,1,3,Car-Dependent,2022-10-13 23:47:07.998915,45.177,-75.579,26,Somewhat Bikeable
4,Unknown Point Feature,1427794,4,6.4,2,2,35061461012,ON45170755,35,45.160935,-75.461393,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-11-13 16:41:28.467009,45.1605,-75.462,27,Somewhat Bikeable
4,Unknown Point Feature,1428163,4,4.75,1.75,1.75,35061465001,ON45120756,35,45.1477,-75.597179,3086,OSGOODE - VERNON,OTTAWA,1,38,Car-Dependent,2022-09-21 17:28:17.112655,45.147,-75.597,46,Somewhat Bikeable
4,Unknown Point Feature,1427900,4,6.2972972972973,2.35135135135135,2.2972972972973,35061462012,ON45170755,35,45.172738,-75.468335,3086,OSGOODE - VERNON,OTTAWA,1,1,Car-Dependent,2022-09-27 01:01:25.450282,45.1725,-75.468,27,Somewhat Bikeable
3,Unknown Point Feature,1428142,3,10.2,3.4,3.4,35061464004,ON45120756,35,45.145631,-75.593776,3086,OSGOODE - VERNON,OTTAWA,1,11,Car-Dependent,2022-11-26 14:47:41.698820,45.1455,-75.594,40,Somewhat Bikeable
4,Unknown Point Feature,1428457,4,4.18181818181818,1.36363636363636,1.36363636363636,35061470002,ON45120756,35,45.14545,-75.617859,3086,OSGOODE - VERNON,OTTAWA,1,8,Car-Dependent,2022-08-11 15:49:32.591205,45.1455,-75.618,31,Somewhat Bikeable
4,Unknown Point Feature,1428195,4,5.5,1.75,1.75,35061465007,ON45120756,35,45.143815,-75.600881,3086,OSGOODE - VERNON,OTTAWA,1,13,Car-Dependent,2023-01-03 15:38:33.473519,45.144,-75.6015,48,Somewhat Bikeable
3,Unknown Point Feature,1427787,3,12.5,4.33333333333333,4.33333333333333,35061461011,ON45170755,35,45.162694,-75.45739,3086,OSGOODE - VERNON,OTTAWA,1,10,Car-Dependent,2022-09-21 23:24:17.739628,45.162,-75.4575,27,Somewhat Bikeable
4,Unknown Point Feature,1428420,4,10.8666666666667,4.13333333333333,4.13333333333333,35061469004,ON45120756,35,45.14015,-75.609235,3086,OSGOODE - VERNON,OTTAWA,1,19,Car-Dependent,2022-10-25 19:39:45.887457,45.1395,-75.609,38,Somewhat Bikeable
4,Unknown Point Feature,1449598,4,3.04166666666667,1.1875,1.1875,35070144024,ON45080756,35,45.074924,-75.629892,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-09-19 23:34:57.314555,45.075,-75.63,26,Somewhat Bikeable
4,Unknown Point Feature,1428742,4,4.33333333333333,1.53333333333333,1.4,35061473005,ON45200755,35,45.171807,-75.559833,3086,OSGOODE - VERNON,OTTAWA,1,1,Car-Dependent,2019-11-19 01:49:47.865631,45.1725,-75.5595,26,Somewhat Bikeable
4,Unknown Point Feature,1427914,4,6.2972972972973,2.35135135135135,2.2972972972973,35061462012,ON45170755,35,45.161902,-75.498323,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2023-01-22 18:08:10.468934,45.162,-75.498,26,Somewhat Bikeable
3,Unknown Point Feature,1428182,3,4,1.6,1.4,35061465005,ON45120756,35,45.145052,-75.603338,3086,OSGOODE - VERNON,OTTAWA,1,46,Car-Dependent,2022-08-12 03:18:38.557367,45.1455,-75.603,50,Bikeable
3,Unknown Point Feature,1428062,3,4.14285714285714,1.57142857142857,1.57142857142857,35061463008,ON45100755,35,45.107717,-75.542286,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-10-14 21:21:09.554677,45.108,-75.543,26,Somewhat Bikeable
3,Unknown Point Feature,1428643,3,1.66666666666667,0.666666666666667,0.5,35061472006,ON45080756,35,45.089421,-75.599311,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:41:04.741603,45.09,-75.6,26,Somewhat Bikeable
3,Unknown Point Feature,1428127,3,8.6,3,2.8,35061464002,ON45170756,35,45.148067,-75.594202,3086,OSGOODE - VERNON,OTTAWA,1,12,Car-Dependent,2022-12-19 10:36:44.677072,45.1485,-75.594,41,Somewhat Bikeable
4,Unknown Point Feature,1428767,4,2,0.928571428571429,0.928571428571429,35061473007,ON45150755,35,45.165463,-75.572149,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-04-23 06:56:52.053819,45.165,-75.5715,26,Somewhat Bikeable
4,Unknown Point Feature,1359980,4,2.58441558441558,1.06493506493506,1.02597402597403,35010338007,ON45120755,35,45.131318,-75.481204,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 00:39:37.607046,45.132,-75.4815,26,Somewhat Bikeable
3,Unknown Point Feature,1428496,3,7.66666666666667,3,2.66666666666667,35061470008,ON45120756,35,45.13943,-75.61288,3086,OSGOODE - VERNON,OTTAWA,1,16,Car-Dependent,2022-10-01 02:02:41.180209,45.1395,-75.6135,36,Somewhat Bikeable
3,Unknown Point Feature,1428382,3,1.375,0.475,0.45,35061468008,ON45120756,35,45.136712,-75.59943,3086,OSGOODE - VERNON,OTTAWA,1,1,Car-Dependent,2022-08-11 15:49:32.456475,45.1365,-75.6,28,Somewhat Bikeable
3,Unknown Point Feature,1427596,3,4.375,1.75,1.75,35061460004,ON45170755,35,45.169637,-75.481166,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-08-11 06:59:47.875944,45.1695,-75.4815,26,Somewhat Bikeable
4,Unknown Point Feature,1428319,4,11.9333333333333,3.66666666666667,3.66666666666667,35061468002,ON45120756,35,45.140818,-75.596486,3086,OSGOODE - VERNON,OTTAWA,1,14,Car-Dependent,2022-09-11 00:47:18.774513,45.141,-75.597,36,Somewhat Bikeable
3,Unknown Point Feature,1428624,3,4.64705882352941,1.64705882352941,1.58823529411765,35061472005,ON45100755,35,45.097983,-75.565101,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-08-12 19:47:20.275507,45.0975,-75.5655,26,Somewhat Bikeable
3,Unknown Point Feature,1428481,3,5.16666666666667,2,2,35061470005,ON45120756,35,45.142013,-75.61156,3086,OSGOODE - VERNON,OTTAWA,1,29,Car-Dependent,2022-10-26 18:08:12.262124,45.1425,-75.612,44,Somewhat Bikeable
4,Unknown Point Feature,1428466,4,11,4.14285714285714,4.14285714285714,35061470003,ON45120756,35,45.143028,-75.614572,3086,OSGOODE - VERNON,OTTAWA,1,5,Car-Dependent,2022-11-26 14:47:42.506597,45.1425,-75.615,39,Somewhat Bikeable
4,Unknown Point Feature,1428368,4,1.375,0.475,0.45,35061468008,ON45120756,35,45.137261,-75.603074,3086,OSGOODE - VERNON,OTTAWA,1,3,Car-Dependent,2022-12-14 19:23:26.465922,45.138,-75.603,33,Somewhat Bikeable
3,Unknown Point Feature,1427859,3,2.19354838709677,0.870967741935484,0.838709677419355,35061462007,ON45150754,35,45.144198,-75.445026,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 00:39:16.554118,45.144,-75.4455,26,Somewhat Bikeable
4,Unknown Point Feature,1428330,4,11.9333333333333,3.66666666666667,3.66666666666667,35061468002,ON45120756,35,45.143663,-75.595121,3086,OSGOODE - VERNON,OTTAWA,1,9,Car-Dependent,2022-12-19 07:59:52.150034,45.144,-75.5955,40,Somewhat Bikeable
4,Unknown Point Feature,1449272,4,4.30612244897959,2.20408163265306,1.83673469387755,35070142011,ON45120756,35,45.108866,-75.615573,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:54:08.542135,45.1095,-75.615,26,Somewhat Bikeable
4,Unknown Point Feature,1449214,4,4.13333333333333,1.26666666666667,1.26666666666667,35070142005,ON45080756,35,45.098292,-75.607304,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:45:46.923748,45.099,-75.6075,26,Somewhat Bikeable
3,Unknown Point Feature,1428029,3,6.10714285714286,2.17857142857143,2.17857142857143,35061463007,ON45100755,35,45.117722,-75.563004,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2021-10-12 14:43:46.819577,45.117,-75.5625,26,Somewhat Bikeable
4,Unknown Point Feature,1427896,4,6.2972972972973,2.35135135135135,2.2972972972973,35061462012,ON45170755,35,45.163413,-75.489846,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-08-11 06:59:47.789209,45.1635,-75.4905,26,Somewhat Bikeable
4,Unknown Point Feature,1427899,4,6.2972972972973,2.35135135135135,2.2972972972973,35061462012,ON45170755,35,45.169057,-75.466419,3086,OSGOODE - VERNON,OTTAWA,1,4,Car-Dependent,2019-07-31 19:04:47.461368,45.1695,-75.4665,27,Somewhat Bikeable
3,Unknown Point Feature,1449273,3,4.30612244897959,2.20408163265306,1.83673469387755,35070142011,ON45080756,35,45.088249,-75.631273,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-10-03 08:46:43.791770,45.0885,-75.6315,26,Somewhat Bikeable
3,Unknown Point Feature,1428424,3,10.8666666666667,4.13333333333333,4.13333333333333,35061469004,ON45120756,35,45.134914,-75.609285,3086,OSGOODE - VERNON,OTTAWA,1,5,Car-Dependent,2022-08-13 16:03:53.306292,45.135,-75.609,31,Somewhat Bikeable
4,Unknown Point Feature,1428824,4,2.11764705882353,1.05882352941176,1,35061473013,ON45170756,35,45.175161,-75.603897,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:40:29.598410,45.1755,-75.6045,26,Somewhat Bikeable
3,Unknown Point Feature,1428625,3,4.64705882352941,1.64705882352941,1.58823529411765,35061472005,ON45120756,35,45.112211,-75.597891,3086,OSGOODE - VERNON,OTTAWA,1,6,Car-Dependent,2022-08-12 19:47:18.996583,45.1125,-75.5985,26,Somewhat Bikeable
4,Unknown Point Feature,1427880,4,1.9,0.7,0.7,35061462009,ON45120755,35,45.141655,-75.495751,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 00:43:55.612232,45.141,-75.4965,26,Somewhat Bikeable
3,Unknown Point Feature,1428440,3,1.26666666666667,0.466666666666667,0.466666666666667,35061470001,ON45150757,35,45.145891,-75.633935,3086,OSGOODE - VERNON,OTTAWA,1,2,Car-Dependent,2019-11-19 01:49:01.523047,45.1455,-75.6345,26,Somewhat Bikeable
3,Unknown Point Feature,1428106,3,4.56521739130435,1.47826086956522,1.47826086956522,35061463012,ON45150755,35,45.148988,-75.588425,3086,OSGOODE - VERNON,OTTAWA,1,4,Car-Dependent,2022-11-04 10:05:21.172165,45.1485,-75.588,29,Somewhat Bikeable
4,Unknown Point Feature,1428376,4,1.375,0.475,0.45,35061468008,ON45120756,35,45.135988,-75.60391,3086,OSGOODE - VERNON,OTTAWA,1,6,Car-Dependent,2022-09-22 09:48:21.995828,45.1365,-75.6045,32,Somewhat Bikeable
3,Unknown Point Feature,1428272,3,1,0.6,0.6,35061467002,ON45120756,35,45.144229,-75.603787,3086,OSGOODE - VERNON,OTTAWA,1,41,Car-Dependent,2022-09-12 08:18:15.860071,45.144,-75.6045,49,Somewhat Bikeable
3,Unknown Point Feature,1428252,3,16,7.3,7.2,35061466009,ON45120756,35,45.146248,-75.609129,3086,OSGOODE - VERNON,OTTAWA,1,41,Car-Dependent,2022-10-13 23:47:09.362455,45.1455,-75.609,49,Somewhat Bikeable
3,Unknown Point Feature,1449269,3,4.30612244897959,2.20408163265306,1.83673469387755,35070142011,ON45120756,35,45.103165,-75.615256,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-12-16 13:00:04.304401,45.1035,-75.615,26,Somewhat Bikeable
4,Unknown Point Feature,1428428,4,10.8666666666667,4.13333333333333,4.13333333333333,35061469004,ON45120756,35,45.140779,-75.611863,3086,OSGOODE - VERNON,OTTAWA,1,24,Car-Dependent,2022-09-17 20:13:18.586962,45.141,-75.612,40,Somewhat Bikeable
4,Unknown Point Feature,1427960,4,3.3125,1.1875,1.1875,35061463002,ON45150755,35,45.165655,-75.538194,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:43:18.811437,45.165,-75.5385,26,Somewhat Bikeable
4,Unknown Point Feature,1428667,4,2.05,0.7,0.7,35061472010,ON45150755,35,45.127174,-75.570387,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:54:40.029359,45.1275,-75.57,26,Somewhat Bikeable
4,Unknown Point Feature,1428459,4,4.18181818181818,1.36363636363636,1.36363636363636,35061470002,ON45150757,35,45.145518,-75.633268,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-09-12 14:56:55.455352,45.1455,-75.633,26,Somewhat Bikeable
3,Unknown Point Feature,1428612,3,4.95454545454545,1.77272727272727,1.72727272727273,35061472002,ON45120756,35,45.136645,-75.616441,3086,OSGOODE - VERNON,OTTAWA,1,7,Car-Dependent,2022-09-21 22:25:55.275561,45.1365,-75.6165,30,Somewhat Bikeable
3,Unknown Point Feature,1428603,3,4.95454545454545,1.77272727272727,1.72727272727273,35061472002,ON45120756,35,45.111208,-75.61693,3086,OSGOODE - VERNON,OTTAWA,1,1,Car-Dependent,2022-08-11 11:41:06.529173,45.111,-75.6165,26,Somewhat Bikeable
3,Unknown Point Feature,1428470,3,11,4.14285714285714,4.14285714285714,35061470003,ON45120756,35,45.141354,-75.614482,3086,OSGOODE - VERNON,OTTAWA,1,21,Car-Dependent,2022-10-20 04:32:54.574109,45.141,-75.615,38,Somewhat Bikeable
4,Unknown Point Feature,1428132,4,12.0909090909091,3.72727272727273,3.63636363636364,35061464003,ON45120756,35,45.147126,-75.591303,3086,OSGOODE - VERNON,OTTAWA,1,14,Car-Dependent,2022-08-11 15:49:31.153250,45.147,-75.591,33,Somewhat Bikeable
3,Unknown Point Feature,1428030,3,6.10714285714286,2.17857142857143,2.17857142857143,35061463007,ON45100755,35,45.108994,-75.556391,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-09-22 00:30:02.405714,45.1095,-75.5565,26,Somewhat Bikeable
4,Unknown Point Feature,1428037,4,6.10714285714286,2.17857142857143,2.17857142857143,35061463007,ON45150755,35,45.136662,-75.55386,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:44:11.189281,45.1365,-75.5535,26,Somewhat Bikeable
3,Unknown Point Feature,1427931,3,1.83333333333333,0.777777777777778,0.777777777777778,35061463001,ON45200755,35,45.178175,-75.548061,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:37:15.196279,45.1785,-75.5475,26,Somewhat Bikeable
3,Unknown Point Feature,1428675,3,2.05,0.7,0.7,35061472010,ON45100755,35,45.109874,-75.568906,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:44:58.410777,45.1095,-75.5685,26,Somewhat Bikeable
4,Unknown Point Feature,1428477,4,5.16666666666667,2,2,35061470005,ON45120756,35,45.14202,-75.61323,3086,OSGOODE - VERNON,OTTAWA,1,26,Car-Dependent,2022-09-12 12:04:09.723633,45.1425,-75.6135,42,Somewhat Bikeable
3,Unknown Point Feature,1428809,3,7.2,2.65,2.65,35061473012,ON45170756,35,45.179457,-75.6064,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-09-21 14:10:46.909616,45.18,-75.606,26,Somewhat Bikeable
4,Unknown Point Feature,1428407,4,9,4.2,4.2,35061469003,ON45120756,35,45.144485,-75.608631,3086,OSGOODE - VERNON,OTTAWA,1,12,Car-Dependent,2022-11-22 19:22:48.389342,45.144,-75.609,49,Somewhat Bikeable
3,Unknown Point Feature,1428618,3,4.95454545454545,1.77272727272727,1.72727272727273,35061472002,ON45120756,35,45.119476,-75.619038,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2023-01-09 21:49:31.143190,45.12,-75.6195,26,Somewhat Bikeable
4,Unknown Point Feature,1360630,4,3.21052631578947,1.10526315789474,1.10526315789474,35010342017,ON45100755,35,45.095199,-75.57065,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:54:54.177582,45.0945,-75.57,26,Somewhat Bikeable
4,Unknown Point Feature,1427976,4,1.1875,0.5625,0.5625,35061463004,ON45120755,35,45.142691,-75.504637,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:55:53.713375,45.1425,-75.504,26,Somewhat Bikeable
4,Unknown Point Feature,1428155,4,9.75,2.75,2.75,35061464007,ON45120756,35,45.144966,-75.590557,3086,OSGOODE - VERNON,OTTAWA,1,5,Car-Dependent,2022-12-13 21:42:52.637375,45.1455,-75.591,33,Somewhat Bikeable
4,Unknown Point Feature,1428231,4,15.1111111111111,5,5,35061466003,ON45170756,35,45.151237,-75.601785,3086,OSGOODE - VERNON,OTTAWA,1,39,Car-Dependent,2022-10-27 17:25:19.201407,45.1515,-75.6015,44,Somewhat Bikeable
4,Unknown Point Feature,1428176,4,7.75,3.5,3.5,35061465004,ON45120756,35,45.146618,-75.600677,3086,OSGOODE - VERNON,OTTAWA,1,44,Car-Dependent,2022-08-12 03:18:40.052332,45.147,-75.6,48,Somewhat Bikeable
3,Unknown Point Feature,1427958,3,3.3125,1.1875,1.1875,35061463002,ON45150755,35,45.159508,-75.537911,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 01:45:04.840817,45.159,-75.5385,26,Somewhat Bikeable
3,Unknown Point Feature,1428660,3,2,0.588235294117647,0.588235294117647,35061472008,ON45080756,35,45.09712,-75.592417,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-09-10 06:35:55.955157,45.0975,-75.5925,26,Somewhat Bikeable
3,Unknown Point Feature,1428027,3,6.10714285714286,2.17857142857143,2.17857142857143,35061463007,ON45100755,35,45.121532,-75.565874,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-10-27 17:25:19.777285,45.1215,-75.5655,22,Somewhat Bikeable
3,Unknown Point Feature,1428162,3,4.75,1.75,1.75,35061465001,ON45120756,35,45.146868,-75.599067,3086,OSGOODE - VERNON,OTTAWA,1,41,Car-Dependent,2022-08-11 15:49:30.886082,45.147,-75.5985,48,Somewhat Bikeable
3,Unknown Point Feature,1428022,3,1.89473684210526,0.526315789473684,0.526315789473684,35061463006,ON45100755,35,45.115679,-75.543765,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-10-13 12:03:22.883201,45.1155,-75.5445,26,Somewhat Bikeable
4,Unknown Point Feature,1427919,4,6.2972972972973,2.35135135135135,2.2972972972973,35061462012,ON45170755,35,45.170432,-75.478577,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2019-11-19 00:42:27.630436,45.171,-75.4785,26,Somewhat Bikeable
4,Unknown Point Feature,1428605,4,4.95454545454545,1.77272727272727,1.72727272727273,35061472002,ON45120756,35,45.134202,-75.629946,3086,OSGOODE - VERNON,OTTAWA,1,7,Car-Dependent,2019-11-19 01:47:59.792745,45.1335,-75.63,28,Somewhat Bikeable
4,Unknown Point Feature,1428743,4,4.33333333333333,1.53333333333333,1.4,35061473005,ON45200755,35,45.173829,-75.554911,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-11-18 07:45:10.170812,45.174,-75.555,26,Somewhat Bikeable
4,Unknown Point Feature,1428158,4,9.75,2.75,2.75,35061464007,ON45120756,35,45.143502,-75.590461,3086,OSGOODE - VERNON,OTTAWA,1,13,Car-Dependent,2022-09-21 23:24:03.007548,45.144,-75.591,33,Somewhat Bikeable
4,Unknown Point Feature,1428611,4,4.95454545454545,1.77272727272727,1.72727272727273,35061472002,ON45120756,35,45.136416,-75.616251,3086,OSGOODE - VERNON,OTTAWA,1,7,Car-Dependent,2022-09-21 22:25:55.275561,45.1365,-75.6165,30,Somewhat Bikeable
3,Unknown Point Feature,1428763,3,2,0.928571428571429,0.928571428571429,35061473007,ON45170756,35,45.154327,-75.595052,3086,OSGOODE - VERNON,OTTAWA,1,8,Car-Dependent,2022-11-04 10:05:21.902694,45.1545,-75.5955,33,Somewhat Bikeable
3,Unknown Point Feature,1428431,3,10.3333333333333,4,4,35061469005,ON45120756,35,45.145551,-75.617512,3086,OSGOODE - VERNON,OTTAWA,1,8,Car-Dependent,2022-08-11 15:49:32.591205,45.1455,-75.618,31,Somewhat Bikeable
3,Unknown Point Feature,1428322,3,11.9333333333333,3.66666666666667,3.66666666666667,35061468002,ON45120756,35,45.137563,-75.604606,3086,OSGOODE - VERNON,OTTAWA,1,13,Car-Dependent,2022-10-13 23:47:07.899653,45.138,-75.6045,35,Somewhat Bikeable
4,Unknown Point Feature,1428299,4,14.3,4.6,4.6,35061467007,ON45120756,35,45.137792,-75.604795,3086,OSGOODE - VERNON,OTTAWA,1,13,Car-Dependent,2022-10-13 23:47:07.899653,45.138,-75.6045,35,Somewhat Bikeable
4,Unknown Point Feature,1360038,4,2.58441558441558,1.06493506493506,1.02597402597403,35010338007,ON45120755,35,45.121076,-75.50862,3086,OSGOODE - VERNON,OTTAWA,1,0,Car-Dependent,2022-08-11 13:39:47.243118,45.1215,-75.5085,26,Somewhat Bikeable
3,Unknown Point Feature,1428455,3,4.18181818181818,1.36363636363636,1.36363636363636,35061470002,ON45120756,35,45.135491,-75.627654,3086,OSGOODE - VERNON,OTTAWA,1,7,Car-Dependent,2019-11-19 01:53:35.701955,45.135,-75.627,28,Somewhat Bikeable
3,Unknown Point Feature,1427790,3,12.5,4.33333333333333,4.33333333333333,35061461011,ON45170755,35,45.161537,-75.460506,3086,OSGOODE - VERNON,OTTAWA,1,10,Car-Dependent,2022-09-11 18:39:26.567504,45.162,-75.4605,27,Somewhat Bikeable
3,Unknown Point Feature,1435565,3,16,6,6,35061574007,ON45340759,35,45.317297,-75.899231,3005,BEAVERBROOK,OTTAWA,1,23,Car-Dependent,2023-02-01 02:37:48.348007,45.318,-75.8985,67,Bikeable
3,Unknown Point Feature,1403114,3,7.8,3,3,35060745006,ON45340759,35,45.328296,-75.90873,3005,BEAVERBROOK,OTTAWA,1,31,Car-Dependent,2023-02-01 02:46:38.592345,45.3285,-75.909,70,Very Bikeable
3,Unknown Point Feature,1403074,3,10.1363636363636,3.95454545454545,3.95454545454545,35060744005,ON45340759,35,45.331481,-75.91123,3005,BEAVERBROOK,OTTAWA,1,37,Car-Dependent,2023-02-01 02:43:43.859378,45.3315,-75.9105,74,Very Bikeable
3,Unknown Point Feature,1403116,3,7.8,3,3,35060745006,ON45340759,35,45.328035,-75.908422,3005,BEAVERBROOK,OTTAWA,1,31,Car-Dependent,2023-02-01 02:46:38.592345,45.3285,-75.909,70,Very Bikeable
3,Unknown Point Feature,1402797,3,15.75,5.5,5.5,35060738001,ON45340759,35,45.325344,-75.904854,3005,BEAVERBROOK,OTTAWA,1,27,Car-Dependent,2023-02-01 02:46:27.556321,45.3255,-75.9045,70,Very Bikeable
3,Unknown Point Feature,1402903,3,24,8,8,35060741004,ON45340759,35,45.326263,-75.90095,3005,BEAVERBROOK,OTTAWA,1,32,Car-Dependent,2023-02-01 02:39:19.323623,45.327,-75.9015,75,Very Bikeable
4,Unknown Point Feature,1435551,4,19.75,6.5,6.5,35061574004,ON45340759,35,45.316972,-75.894863,3005,BEAVERBROOK,OTTAWA,1,22,Car-Dependent,2023-02-01 02:37:17.609513,45.3165,-75.8955,73,Very Bikeable
4,Unknown Point Feature,1402985,4,7.80519480519481,3.62337662337662,3.61038961038961,35060742010,ON45340759,35,45.330121,-75.899126999999993,3005,BEAVERBROOK,OTTAWA,1,35,Car-Dependent,2023-02-01 02:38:34.032414,45.33,-75.8985,78,Very Bikeable
4,Unknown Point Feature,1402805,4,15.6666666666667,5.91666666666667,5.91666666666667,35060738003,ON45340759,35,45.324859,-75.904393,3005,BEAVERBROOK,OTTAWA,1,27,Car-Dependent,2023-02-01 02:46:27.556321,45.3255,-75.9045,70,Very Bikeable
4,Unknown Point Feature,1403098,4,13.2666666666667,5.33333333333333,5.33333333333333,35060745004,ON45340759,35,45.328309,-75.909105,3005,BEAVERBROOK,OTTAWA,1,31,Car-Dependent,2023-02-01 02:46:38.592345,45.3285,-75.909,70,Very Bikeable
4,Unknown Point Feature,1403103,4,13.2666666666667,5.33333333333333,5.33333333333333,35060745004,ON45340759,35,45.329405,-75.909626,3005,BEAVERBROOK,OTTAWA,1,36,Car-Dependent,2023-02-01 02:43:02.228896,45.33,-75.909,72,Very Bikeable
3,Unknown Point Feature,1402833,3,18.4347826086957,10.695652173913,10.4782608695652,35060739005,ON45340759,35,45.323725,-75.892113,3005,BEAVERBROOK,OTTAWA,1,27,Car-Dependent,2023-02-01 02:41:29.218317,45.324,-75.8925,77,Very Bikeable
3,Unknown Point Feature,1403258,3,11.4705882352941,4.47058823529412,4.47058823529412,35060748012,ON45340759,35,45.32862,-75.892328,3005,BEAVERBROOK,OTTAWA,1,23,Car-Dependent,2023-02-01 02:44:19.861347,45.3285,-75.8925,74,Very Bikeable
3,Unknown Point Feature,1435544,3,14.5,4.5,4.25,35061574003,ON45340759,35,45.317584,-75.897311,3005,BEAVERBROOK,OTTAWA,1,22,Car-Dependent,2023-02-01 02:42:01.386823,45.318,-75.897,68,Bikeable
4,Unknown Point Feature,1435555,4,18.25,6.75,6.5,35061574005,ON45340759,35,45.317412,-75.897598,3005,BEAVERBROOK,OTTAWA,1,22,Car-Dependent,2023-02-01 02:42:01.386823,45.318,-75.897,68,Bikeable
4,Unknown Point Feature,1403131,4,15,5.57142857142857,5.5,35060746001,ON45340759,35,45.333409,-75.914478,3005,BEAVERBROOK,OTTAWA,1,31,Car-Dependent,2022-09-22 04:48:56.305377,45.333,-75.915,66,Bikeable
3,Unknown Point Feature,1402883,3,10.25,3.8,3.8,35060741003,ON45340759,35,45.323563,-75.901108,3005,BEAVERBROOK,OTTAWA,1,21,Car-Dependent,2023-02-01 02:42:01.192719,45.324,-75.9015,70,Very Bikeable
3,Unknown Point Feature,1435626,3,31,12,12,35061575004,ON45340759,35,45.318544,-75.89293,3005,BEAVERBROOK,OTTAWA,1,19,Car-Dependent,2023-02-01 02:46:01.003339,45.318,-75.8925,65,Bikeable
3,Unknown Point Feature,1403024,3,34.3333333333333,13.3333333333333,13.3333333333333,35060743003,ON45340759,35,45.331082,-75.902938,3005,BEAVERBROOK,OTTAWA,1,41,Car-Dependent,2023-02-01 02:43:45.045222,45.3315,-75.903,77,Very Bikeable
3,Unknown Point Feature,1403056,3,10.1363636363636,3.95454545454545,3.95454545454545,35060744005,ON45340759,35,45.329792,-75.905089,3005,BEAVERBROOK,OTTAWA,1,40,Car-Dependent,2023-02-01 02:41:47.140740,45.33,-75.9045,76,Very Bikeable
3,Unknown Point Feature,1403038,3,7.75,3.75,3.75,35060744002,ON45340759,35,45.332536,-75.905575,3005,BEAVERBROOK,OTTAWA,1,43,Car-Dependent,2023-02-01 02:38:52.406514,45.333,-75.906,77,Very Bikeable
